Year,Geography,Measure type,Annual Mean Temperature,Unit of Measure
2011,UK,Annual Mean Temperature,9.607467562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,Scotland,Annual Mean Temperature,6.842362521,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,England,Annual Mean Temperature,10.17233868,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,Scotland,Annual Mean Temperature,7.381144603,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1894,Wales,Annual Mean Temperature,8.55398926,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,Scotland,Annual Mean Temperature,6.38694411,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,England,Annual Mean Temperature,8.911915699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,Wales trend,Annual Mean Temperature,8.501062193,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,Wales,Annual Mean Temperature,9.605990356,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1901,Scotland,Annual Mean Temperature,7.01327674,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,England,Annual Mean Temperature,8.50003,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,England,Annual Mean Temperature,10.26091923,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1912,Scotland,Annual Mean Temperature,6.783373934,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,Northern Ireland,Annual Mean Temperature,9.168294493,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,England,Annual Mean Temperature,9.417312459,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,Scotland,Annual Mean Temperature,6.618105616,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,Scotland,Annual Mean Temperature,7.656742548,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,England,Annual Mean Temperature,9.005309644,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,UK,Annual Mean Temperature,8.800645945,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,England,Annual Mean Temperature,9.000226822,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,Northern Ireland,Annual Mean Temperature,8.27517,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,Scotland,Annual Mean Temperature,7.887315699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,UK,Annual Mean Temperature,8.737810738,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,England,Annual Mean Temperature,8.869963863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1956,Scotland,Annual Mean Temperature,6.84193694,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,Wales,Annual Mean Temperature,9.336819342,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,England,Annual Mean Temperature,9.101256803,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1967,Scotland,Annual Mean Temperature,7.178306219,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,Scotland,Annual Mean Temperature,6.943477863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,Wales,Annual Mean Temperature,8.979408579,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,England,Annual Mean Temperature,9.441822384,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,England,Annual Mean Temperature,8.296964027,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,Scotland,Annual Mean Temperature,7.575863014,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,Wales,Annual Mean Temperature,8.44270611,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,Wales,Annual Mean Temperature,8.690489315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,England,Annual Mean Temperature,9.627769671,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,UK trend,Annual Mean Temperature,8.155624518,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,England,Annual Mean Temperature,9.085897534,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,UK trend,Annual Mean Temperature,8.16521625,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,UK trend,Annual Mean Temperature,8.288678948,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,Northern Ireland,Annual Mean Temperature,8.902814603,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,Northern Ireland,Annual Mean Temperature,8.91155418,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,Northern Ireland trend,Annual Mean Temperature,8.249608429,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,Northern Ireland trend,Annual Mean Temperature,8.24017795,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,Northern Ireland trend,Annual Mean Temperature,8.407063888,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,UK,Annual Mean Temperature,9.379555041,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,UK,Annual Mean Temperature,7.601503836,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,Wales,Annual Mean Temperature,10.0885571,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,England,Annual Mean Temperature,9.918011205,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,Wales trend,Annual Mean Temperature,8.548628889,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,Wales trend,Annual Mean Temperature,8.493580075,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,Northern Ireland,Annual Mean Temperature,8.466382869,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,Northern Ireland,Annual Mean Temperature,8.743125562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,UK,Annual Mean Temperature,8.255493087,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,Northern Ireland,Annual Mean Temperature,7.467522268,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,UK,Annual Mean Temperature,8.541466301,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,Wales,Annual Mean Temperature,8.981239616,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,Wales,Annual Mean Temperature,9.628216301,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,UK,Annual Mean Temperature,7.01653041,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1899,England,Annual Mean Temperature,9.313223096,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1902,Scotland,Annual Mean Temperature,6.433691315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1913,Scotland,Annual Mean Temperature,7.236324356,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,England,Annual Mean Temperature,7.816494426,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,England,Annual Mean Temperature,9.970590438,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1924,Scotland,Annual Mean Temperature,6.97105776,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,England,Annual Mean Temperature,8.728498055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1935,Scotland,Annual Mean Temperature,7.113432822,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,England,Annual Mean Temperature,9.493348689,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1946,Scotland,Annual Mean Temperature,7.138417397,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1957,Scotland,Annual Mean Temperature,7.457131014,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,England,Annual Mean Temperature,8.48236937,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,England,Annual Mean Temperature,8.814118795,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,Northern Ireland,Annual Mean Temperature,9.387248,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1968,Scotland,Annual Mean Temperature,6.793070191,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,Northern Ireland trend,Annual Mean Temperature,8.233948124,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,Northern Ireland,Annual Mean Temperature,8.978671315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,England,Annual Mean Temperature,9.603769699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1979,Scotland,Annual Mean Temperature,6.176547342,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,Northern Ireland trend,Annual Mean Temperature,8.253681317,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,Wales,Annual Mean Temperature,7.462138579,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,England,Annual Mean Temperature,8.968033197,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,England,Annual Mean Temperature,10.08309685,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,UK,Annual Mean Temperature,9.436561973,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,UK,Annual Mean Temperature,8.741614548,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,England,Annual Mean Temperature,8.800904548,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,UK trend,Annual Mean Temperature,8.154878622,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,Wales,Annual Mean Temperature,8.698818055,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,Wales,Annual Mean Temperature,8.512950383,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,UK trend,Annual Mean Temperature,8.170519344,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,Wales,Annual Mean Temperature,7.906611945,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,Wales,Annual Mean Temperature,9.757707808,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,UK,Annual Mean Temperature,9.472070932,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,Northern Ireland,Annual Mean Temperature,8.469018329,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,UK,Annual Mean Temperature,9.87960063,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,Northern Ireland,Annual Mean Temperature,8.362897671,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,Northern Ireland,Annual Mean Temperature,8.679282596,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,Wales trend,Annual Mean Temperature,8.615187459,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,Wales trend,Annual Mean Temperature,8.54474826,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,Northern Ireland,Annual Mean Temperature,9.301172575,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,Wales trend,Annual Mean Temperature,8.488109604,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2019,England,Annual Mean Temperature,10.21937104,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2008,England,Annual Mean Temperature,9.801543443,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,Northern Ireland trend,Annual Mean Temperature,8.221076183,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,Northern Ireland,Annual Mean Temperature,9.393913397,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,Northern Ireland,Annual Mean Temperature,9.575886082,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,Wales,Annual Mean Temperature,9.081416366,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1903,Scotland,Annual Mean Temperature,6.602835205,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1898,England,Annual Mean Temperature,9.576365699,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
